file_name,text
a01/a01-007u/a01-007u-09.png,the Federal Premier .
a01/a01-007x/a01-007x-00.png,"Since 1958 , 13 Labour life Peers and #"
a01/a01-007x/a01-007x-01.png,Peeresses have been created . Most Labour sentiment
a01/a01-007x/a01-007x-02.png,would still favour the abolition of the House
a01/a01-007x/a01-007x-03.png,"of Lords , but while it remains Labour has to"
a01/a01-007x/a01-007x-04.png,have an adequate number of members . THE
a01/a01-007x/a01-007x-05.png,two rival African Nationalist Parties of Northern
a01/a01-007x/a01-007x-06.png,Rhodesia have agreed to get together to face the
a01/a01-007x/a01-007x-07.png,"challenge from Sir Roy Welensky , the Federal Premier ."
a01/a01-011/a01-011-00.png,Delegates from Mr. Kenneth Kaunda's United National Independence
a01/a01-011/a01-011-01.png,"Party ( 280,000 members ) and Mr. Harry Nkumbula's African"
a01/a01-011/a01-011-02.png,"National Congress ( 400,000 ) will meet in London today"
a01/a01-011/a01-011-03.png,to discuss a common course of action . Sir Roy is
a01/a01-011/a01-011-04.png,violently opposed to Africans getting an elected majority
a01/a01-011/a01-011-05.png,"in Northern Rhodesia , but the Colonial Secretary ,"
a01/a01-011/a01-011-06.png,"Mr. Iain Macleod , is insisting on a policy of change ."
a01/a01-011u/a01-011u-00.png,Delegates from Mr. Kenneth Kaunda's
a01/a01-011u/a01-011u-01.png,United National Independence Party
a01/a01-011u/a01-011u-02.png,"( 280,000 members ) and Mr. Harry Nkumbula's"
a01/a01-011u/a01-011u-03.png,"African National Congress ( 400,000 ) will"
a01/a01-011u/a01-011u-04.png,meet in London today to discuss a common
a01/a01-011u/a01-011u-05.png,course of action . Sir Roy is violently
a01/a01-011u/a01-011u-06.png,opposed to Africans getting an elected
a01/a01-011u/a01-011u-07.png,"majority in Northern Rhodesia , but the"
a01/a01-011u/a01-011u-08.png,"Colonial Secretary , Mr. Iain Macleod ,"
a01/a01-011u/a01-011u-09.png,is insisting on a policy of change .
a01/a01-011x/a01-011x-00.png,Delegates from Mr. Kenneth Kaunda's United
a01/a01-011x/a01-011x-01.png,"National Independence Party ( 280,000 members )"
a01/a01-011x/a01-011x-02.png,and Mr. Harry Nkumbula's African National
a01/a01-011x/a01-011x-03.png,"Congress ( 400,000 ) will meet in London today"
a01/a01-011x/a01-011x-04.png,to discuss a common course of action .
a01/a01-011x/a01-011x-05.png,Sir Roy is violently opposed to Africans
a01/a01-011x/a01-011x-06.png,getting an elected majority in Northern
a01/a01-011x/a01-011x-07.png,"Rhodesia , but the Colonial Secretary , Mr. Iain"
a01/a01-011x/a01-011x-08.png,"Macleod , is insisting on a policy of change ."
a01/a01-014/a01-014-00.png,Sir Roy's United Federal Party is boycotting
a01/a01-014/a01-014-01.png,the London talks on the Protectorate's
a01/a01-014/a01-014-02.png,future . Said Mr. Nkumbula last night :
a01/a01-014/a01-014-03.png,""" We want to discuss what to do if the"
a01/a01-014/a01-014-04.png,British Government gives in to Sir Roy and
a01/a01-014/a01-014-05.png,the talks fall through . There are bound
a01/a01-014/a01-014-06.png,"to be demonstrations . "" Yesterday Sir Roy's"
a01/a01-014/a01-014-07.png,"chief aide , Mr. Julius Greenfield , telephoned"
a01/a01-014/a01-014-08.png,his chief a report on his talks with
a01/a01-014/a01-014-09.png,Mr. Macmillan at Chequers .
a01/a01-014u/a01-014u-00.png,Sir Roy's United Federal Party is
a01/a01-014u/a01-014u-01.png,boycotting the London talks on the
a01/a01-014u/a01-014u-02.png,Protectorate's future . Said Mr. Nkumbula
a01/a01-014u/a01-014u-03.png,"last night : "" We want to discuss what to"
a01/a01-014u/a01-014u-04.png,"do if the British demonstrations . """
a01/a01-014u/a01-014u-05.png,"Yesterday Sir Roy's chief aide , Mr."
a01/a01-014u/a01-014u-06.png,"Julius Greenfield , telephoned his chief"
a01/a01-014u/a01-014u-07.png,a report on his talks with Mr. Macmillan
a01/a01-014u/a01-014u-08.png,at Chequers .
a01/a01-014x/a01-014x-00.png,Sir Roy's United Federal Party is boycotting
a01/a01-014x/a01-014x-01.png,the London talks on the Protectorate's
a01/a01-014x/a01-014x-02.png,future . Said Mr. Nkumbula last night :
a01/a01-014x/a01-014x-03.png,""" We want to discuss what to do if the"
a01/a01-014x/a01-014x-04.png,British Government gives in to Sir Roy
a01/a01-014x/a01-014x-05.png,and the talks fall through . There are bound
a01/a01-014x/a01-014x-06.png,"to be demonstrations . "" Yesterday Sir Roy's"
a01/a01-014x/a01-014x-07.png,"chief aide , Mr. Julius Greenfield , telephoned"
a01/a01-014x/a01-014x-08.png,his chief a report on his talks with Mr.
a01/a01-014x/a01-014x-09.png,Macmillan at Chequers .
a01/a01-020/a01-020-00.png,Mr. Macleod went on with the conference at
a01/a01-020/a01-020-01.png,Lancaster House despite the crisis which had
a01/a01-020/a01-020-02.png,blown up . He has now revealed his full plans
a01/a01-020/a01-020-03.png,to the Africans and Liberals attending . These
a01/a01-020/a01-020-04.png,plans do not give the Africans the overall
a01/a01-020/a01-020-05.png,majority they are seeking . African delegates
a01/a01-020/a01-020-06.png,are studying them today . The conference
a01/a01-020/a01-020-07.png,will meet to discuss the function of a
a01/a01-020/a01-020-08.png,proposed House of Chiefs .
a01/a01-020u/a01-020u-00.png,Mr. Macleod went on with the conference
a01/a01-020u/a01-020u-01.png,at Lancaster House despite the crisis
a01/a01-020u/a01-020u-02.png,which had blown up . He has now revealed
a01/a01-020u/a01-020u-03.png,his full plans to the Africans and Liberals
a01/a01-020u/a01-020u-04.png,attending . These plans do not give the
a01/a01-020u/a01-020u-05.png,Africans the overall majority they are
a01/a01-020u/a01-020u-06.png,seeking . African delegates are studying
a01/a01-020u/a01-020u-07.png,them today . The conference will meet
a01/a01-020u/a01-020u-08.png,to discuss the function of a proposed
a01/a01-020u/a01-020u-09.png,House of Chiefs .
a01/a01-020x/a01-020x-00.png,Mr. Macleod went on with the conference at
a01/a01-020x/a01-020x-01.png,Lancaster House despite the crisis which had
a01/a01-020x/a01-020x-02.png,blown up . He has now revealed his full plans
a01/a01-020x/a01-020x-03.png,to the Africans and Liberals attending . These
a01/a01-020x/a01-020x-04.png,plans do not give the Africans the overall majo-
a01/a01-020x/a01-020x-05.png,rity they are seeking . African delegates are
a01/a01-020x/a01-020x-06.png,studying them today . The conference will meet
a01/a01-020x/a01-020x-07.png,to discuss the function of a proposed House
a01/a01-020x/a01-020x-08.png,of Chiefs .
a01/a01-026/a01-026-00.png,"MR. IAIN MACLEOD , the Colonial Secretary , denied"
a01/a01-026/a01-026-01.png,in the Commons last night that there have been
a01/a01-026/a01-026-02.png,secret negotiations on Northern Rhodesia's future .
a01/a01-026/a01-026-03.png,The Northern Rhodesia conference in London has
a01/a01-026/a01-026-04.png,been boycotted by the two main settlers' parties -
a01/a01-026/a01-026-05.png,the United Federal Party and the Dominion Party .
a01/a01-026/a01-026-06.png,"But representatives of Sir Roy Welensky , Prime"
a01/a01-026/a01-026-07.png,"Minister of the Central African Federation , went"
a01/a01-026/a01-026-08.png,to Chequers at the week-end for talks with
a01/a01-026/a01-026-09.png,Mr. Macmillan .
a01/a01-026u/a01-026u-00.png,"MR. IAIN MACLEOD , the Colonial Secretary ,"
a01/a01-026u/a01-026u-01.png,denied in the Commons last night that
a01/a01-026u/a01-026u-02.png,there have been secret negotiations on
a01/a01-026u/a01-026u-03.png,Northern Rhodesia's future . The Northern
a01/a01-026u/a01-026u-04.png,Rhodesia conference in London has been
a01/a01-026u/a01-026u-05.png,boycotted by the two main settlers' parties -
a01/a01-026u/a01-026u-06.png,the United Federal Party and the Dominion
a01/a01-026u/a01-026u-07.png,Party . But representatives of Sir Roy
a01/a01-026u/a01-026u-08.png,"Welensky , Prime Minister of the Central"
a01/a01-026u/a01-026u-09.png,"African Federation , went to Chequers at"
a01/a01-026u/a01-026u-10.png,the week-end for talks with Mr. Macmillan .
a01/a01-026x/a01-026x-00.png,"Mr. Iain Macleod , the Colonial Secretary , denied"
a01/a01-026x/a01-026x-01.png,in the Commons last night that there have
a01/a01-026x/a01-026x-02.png,been secret negotiations on the Northern Rhodesia's
a01/a01-026x/a01-026x-03.png,future . The Northern Rhodesia conference in
a01/a01-026x/a01-026x-04.png,London has been boycotted by the two main
a01/a01-026x/a01-026x-05.png,settlers' parties - the United Federal Party
a01/a01-026x/a01-026x-06.png,and the Dominion Party . But representatives
a01/a01-026x/a01-026x-07.png,"of Sir Roy Welensky , Prime Minister of the"
a01/a01-026x/a01-026x-08.png,"Central African Federation , went to Chequers"
a01/a01-026x/a01-026x-09.png,at the week-end for talks with Mr. Macmillan .
a01/a01-030/a01-030-00.png,Northern Rhodesia is a member of the Federation .
a01/a01-030/a01-030-01.png,Mr. Macleod was not at the week-end meeting . But he told
a01/a01-030/a01-030-02.png,"Ps yesterday : "" I have no knowledge of secret negotiations . """
a01/a01-030/a01-030-03.png,He said Britain had an obligation to consult the Federal
a01/a01-030/a01-030-04.png,Government . But the final decision remained with the British
a01/a01-030/a01-030-05.png,"Government . Mr. James Callaghan , Labour's Colonial spokesman ,"
a01/a01-030/a01-030-06.png,said Sir Roy had no right to delay progress in the talks by
a01/a01-030/a01-030-07.png,refusing to sit round the conference table .
a01/a01-030u/a01-030u-00.png,Northern Rhodesia is a member of the Federation .
a01/a01-030u/a01-030u-01.png,Mr. Macleod was not at the week-end
a01/a01-030u/a01-030u-02.png,"Ps yesterday : "" I"
a01/a01-030u/a01-030u-03.png,"have no knowledge of secret negotiations . """
a01/a01-030u/a01-030u-04.png,He said Britain had an obligation to consult
a01/a01-030u/a01-030u-05.png,the Federal Government . But the final
a01/a01-030u/a01-030u-06.png,decision remained with the British Government .
a01/a01-030u/a01-030u-07.png,"Mr. James Callaghan , Labour's Colonial"
a01/a01-030u/a01-030u-08.png,"spokesman , said Sir Roy had no right to"
a01/a01-030u/a01-030u-09.png,delay progress in the talks by refusing
a01/a01-030u/a01-030u-10.png,to sit round the conference table .
a01/a01-030x/a01-030x-00.png,Northern Rhodesia is a member of the Fede-
a01/a01-030x/a01-030x-01.png,ration . Mr. Macleod was not at the week-end
a01/a01-030x/a01-030x-02.png,"Ps yesterday : "" I"
a01/a01-030x/a01-030x-03.png,"have no knowledge of secret negotiations . "" He"
a01/a01-030x/a01-030x-04.png,said Britain had an obligation to consult
a01/a01-030x/a01-030x-05.png,"the Federal Government . Mr. James Callaghan ,"
a01/a01-030x/a01-030x-06.png,"Labour's Colonial spokesman , said Sir Roy had"
a01/a01-030x/a01-030x-07.png,no right to delay progress in the talks by
a01/a01-030x/a01-030x-08.png,refusing to sit round the conference table .
a01/a01-038/a01-038-00.png,Mr. Macleod thought the two Rhodesian
a01/a01-038/a01-038-01.png,parties had refused to attend the talks
a01/a01-038/a01-038-02.png,because Sir Roy had found messages
a01/a01-038/a01-038-03.png,"sent from the Government were "" unsatisfac-"
a01/a01-038/a01-038-04.png,"tory . "" African delegates to the talks yester-"
a01/a01-038/a01-038-05.png,day called on Mr. Macmillan to cease his
a01/a01-038/a01-038-06.png,"negotiations with Sir Roy's representative ,"
a01/a01-038/a01-038-07.png,Mr. Julius Greenfield . He was at Che-
a01/a01-038/a01-038-08.png,quers last week-end . They said they
a01/a01-038/a01-038-09.png,"regarded with "" growing anger "" the "" gross"
a01/a01-038/a01-038-10.png,"and unconstitutional "" interference by"
a01/a01-038/a01-038-11.png,Sir Roy's Federal Government in the
a01/a01-038/a01-038-12.png,talks .
a01/a01-038x/a01-038x-00.png,Mr. Macleod thought the two Rhodesian parties
a01/a01-038x/a01-038x-01.png,had refused to attend the talks because Sir Roy
a01/a01-038x/a01-038x-02.png,had found messages sent from the Government were
a01/a01-038x/a01-038x-03.png,""" unsatisfactory . "" African delegates to the talks yesterday"
a01/a01-038x/a01-038x-04.png,called on Mr. Macmillan to cease his negotiations with
a01/a01-038x/a01-038x-05.png,"Sir Roy's representative , Mr. Julius Greenfield . He was"
a01/a01-038x/a01-038x-06.png,at Chequers last week-end . They said they regarded
a01/a01-038x/a01-038x-07.png,"with "" growing anger "" the gross and unconstitutional """
a01/a01-038x/a01-038x-08.png,interference by Sir Roy's Federal Government in the talks .
a01/a01-043/a01-043-00.png,Informal talks at Lancaster House will
a01/a01-043/a01-043-01.png,resume today . President Kennedy today
a01/a01-043/a01-043-02.png,defended the appointment of a Negro as
a01/a01-043/a01-043-03.png,his Housing Minister . It has aroused
a01/a01-043/a01-043-04.png,strong opposition from the anti-Negro
a01/a01-043/a01-043-05.png,senators of the Deep South . The negro
a01/a01-043/a01-043-06.png,is Mr. Robert Weaver of New York . One
a01/a01-043/a01-043-07.png,of his tasks will be to see there is no
a01/a01-043/a01-043-08.png,racial discrimination in Government
a01/a01-043/a01-043-09.png,and State housing projects .
a01/a01-043/a01-043-10.png,B.Kaufmann
a01/a01-043u/a01-043u-00.png,Informal talks at Lancaster House will
a01/a01-043u/a01-043u-01.png,resume today . PRESIDENT KENNEDY today
a01/a01-043u/a01-043u-02.png,defended the appointment of a Negro as
a01/a01-043u/a01-043u-03.png,his Housing Minister . It has aroused strong
a01/a01-043u/a01-043u-04.png,opposition from the anti-Negro senators of the
a01/a01-043u/a01-043u-05.png,Deep South . The negro is Mr. Robert #
a01/a01-043u/a01-043u-06.png,Weaver of New York . One of his tasks will
a01/a01-043u/a01-043u-07.png,be to see there is no racial discrimination
a01/a01-043u/a01-043u-08.png,in Government and State housing
a01/a01-043u/a01-043u-09.png,projects .
a01/a01-043x/a01-043x-00.png,Informal talks at Lancaster House will resume
a01/a01-043x/a01-043x-01.png,today . PRESIDENT KENNEDY today defended
a01/a01-043x/a01-043x-02.png,the appointment of a Negro as his Housing Minister .
a01/a01-043x/a01-043x-03.png,It has aroused strong opposition from the anti-Negro
a01/a01-043x/a01-043x-04.png,senators of the Deep South . The negro is Mr.
a01/a01-043x/a01-043x-05.png,Robert Weaver of New York . One of his tasks
a01/a01-043x/a01-043x-06.png,will be to see there is no racial discrimination
a01/a01-043x/a01-043x-07.png,in Government and State housing projects .
a01/a01-049/a01-049-00.png,Senator Allen Ellender of Louisiana sparked
a01/a01-049/a01-049-01.png,off the opposition by telling a television
a01/a01-049/a01-049-02.png,"audience it was "" current Washington gossip """
a01/a01-049/a01-049-03.png,that Weaver once had Communist affiliations .
a01/a01-049/a01-049-04.png,"The Senate Banking Committee , which is headed"
a01/a01-049/a01-049-05.png,"by another Southern Senator - Willis Robertson ,"
a01/a01-049/a01-049-06.png,of Virginia - met today in closed session
a01/a01-049/a01-049-07.png,to discuss Weaver's appointment . Senator
a01/a01-049/a01-049-08.png,Robertson later disclosed he had sent a letter
a01/a01-049/a01-049-09.png,to Mr. Kennedy saying he had received several
a01/a01-049/a01-049-10.png,complaints about Weaver's loyalty .
a01/a01-049u/a01-049u-00.png,"Senator Allen Ellender , of Louisiana ,"
a01/a01-049u/a01-049u-01.png,sparked off the opposition by telling a
a01/a01-049u/a01-049u-02.png,"television audience it was "" current"
a01/a01-049u/a01-049u-03.png,"Washington gossip "" that Weaver once had"
a01/a01-049u/a01-049u-04.png,Communist affiliations . The Senate Banking
a01/a01-049u/a01-049u-05.png,"Committee , which is headed by another"
a01/a01-049u/a01-049u-06.png,"Southern Senator - Willis Robertson , of"
a01/a01-049u/a01-049u-07.png,Virginia - met today in closed session to
a01/a01-049u/a01-049u-08.png,discuss Weaver's appointment . Senator
a01/a01-049u/a01-049u-09.png,Robertson later disclosed he had sent a letter
a01/a01-049u/a01-049u-10.png,to Mr. Kennedy saying he had received
a01/a01-049x/a01-049x-00.png,"Senator Allen Ellender , of Louisiana ,"
a01/a01-049x/a01-049x-01.png,sparked off the opposition by telling a
a01/a01-049x/a01-049x-02.png,"television audience it was "" current Washington"
a01/a01-049x/a01-049x-03.png,"gossip "" that Weaver once had Communist affilia-"
a01/a01-049x/a01-049x-04.png,"tions . The Senate Banking Committee , which"
a01/a01-049x/a01-049x-05.png,is headed by another Southern Senator -
a01/a01-049x/a01-049x-06.png,"Willis Robertson , of Virginia - met today in"
a01/a01-049x/a01-049x-07.png,closed session to discuss Weaver's appointment .
a01/a01-049x/a01-049x-08.png,Senator Robertson later disclosed he had sent a
a01/a01-049x/a01-049x-09.png,letter to Mr. Kennedy saying he had received several
a01/a01-049x/a01-049x-10.png,complaints about Weaver's loyalty .
a01/a01-053/a01-053-00.png,He said these concerned Mr. Weaver's
a01/a01-053/a01-053-01.png,alleged association with organisations black-
a01/a01-053/a01-053-02.png,listed by the Government . Immediately
a01/a01-053/a01-053-03.png,Mr. Kennedy rushed a letter to Senator
a01/a01-053/a01-053-04.png,Robertson saying the Federal Bureau of In-
a01/a01-053/a01-053-05.png,vestigation had reported on Mr. Weaver .
a01/a01-053/a01-053-06.png,"He believed he would perform "" outstanding"
a01/a01-053/a01-053-07.png,"service "" in his post . Senator Robertson's"
a01/a01-053/a01-053-08.png,committee has to pass Mr. Weaver's
a01/a01-053/a01-053-09.png,nomination before it can be con-
a01/a01-053/a01-053-10.png,# sidered by the full Senate .
a01/a01-053u/a01-053u-00.png,He said these concerned Mr. Weaver's
a01/a01-053u/a01-053u-01.png,alleged association with organisations black-
a01/a01-053u/a01-053u-02.png,listed by the Government . Immediately Mr.
a01/a01-053u/a01-053u-03.png,Kennedy rushed a letter to Senator Robertson
a01/a01-053u/a01-053u-04.png,saying the Federal Bureau of Investigation had
a01/a01-053u/a01-053u-05.png,reported on Mr. Weaver . He believed
a01/a01-053u/a01-053u-06.png,"he would perform "" outstanding service """
a01/a01-053u/a01-053u-07.png,in his post . Senator Robertson's committee
a01/a01-053u/a01-053u-08.png,has to pass Mr. Weaver's nomination before it
a01/a01-053u/a01-053u-09.png,can be considered by the full Senate .
a01/a01-053x/a01-053x-00.png,He said these concerned Mr. Weaver's alleged
a01/a01-053x/a01-053x-01.png,association with organisations black-listed by the
a01/a01-053x/a01-053x-02.png,Government . Immediately Mr. Kennedy rushed a letter
a01/a01-053x/a01-053x-03.png,to Senator Robertson saying the Federal Bureau
a01/a01-053x/a01-053x-04.png,of Investigation had reported on Mr. Weaver .
a01/a01-053x/a01-053x-05.png,"He believed he would perform "" outstanding"
a01/a01-053x/a01-053x-06.png,"service "" in his post . Senator Robertson's"
a01/a01-053x/a01-053x-07.png,committee has to pass Mr. Weaver's
a01/a01-053x/a01-053x-08.png,nomination before it can be considered by the
a01/a01-053x/a01-053x-09.png,full Senate .
a01/a01-058/a01-058-00.png,PRESIDENT KENNEDY is ready to get tough
a01/a01-058/a01-058-01.png,over West Germany's cash offer to help
a01/a01-058/a01-058-02.png,America's balance of payments position .
a01/a01-058/a01-058-03.png,He said bluntly in Washington yester-
a01/a01-058/a01-058-04.png,day that the offer - 357million - was
a01/a01-058/a01-058-05.png,not good enough . And he indicated
a01/a01-058/a01-058-06.png,that his Government would try to get
a01/a01-058/a01-058-07.png,Germany to pay more . He did not
a01/a01-058/a01-058-08.png,mention personal talks with Dr.
a01/a01-058/a01-058-09.png,"Adenauer , the West German Chancellor ."
a01/a01-058u/a01-058u-00.png,PRESIDENT KENNEDY is ready to get tough
a01/a01-058u/a01-058u-01.png,over West Germany's cash offer to help
a01/a01-058u/a01-058u-02.png,America's balance of payments position . He
a01/a01-058u/a01-058u-03.png,said bluntly in Washington yesterday that
a01/a01-058u/a01-058u-04.png,the offer - 357million - was not good enough .
a01/a01-058u/a01-058u-05.png,And he indicated that his Government
a01/a01-058u/a01-058u-06.png,would try to get Germany to pay more . He
a01/a01-058u/a01-058u-07.png,did not mention personal talks with Dr.
a01/a01-058u/a01-058u-08.png,"Adenauer , the West German Chancellor ."
a01/a01-058x/a01-058x-00.png,PRESIDENT KENNEDY is ready to get
a01/a01-058x/a01-058x-01.png,tough over West Germany's cash offer to
a01/a01-058x/a01-058x-02.png,help America's balance of payments position
a01/a01-058x/a01-058x-03.png,He said bluntly in Washington yesterday
a01/a01-058x/a01-058x-04.png,that the offer - 357million - was not good
a01/a01-058x/a01-058x-05.png,enough . And he indicated that his
a01/a01-058x/a01-058x-06.png,Government would try to get Germany to
a01/a01-058x/a01-058x-07.png,pay more . He did not mention personal
a01/a01-058x/a01-058x-08.png,"talks with Dr. Adenauer , the West"
a01/a01-058x/a01-058x-09.png,German Chancellor .
a01/a01-063/a01-063-00.png,"But he said discussions "" on a higher"
a01/a01-063/a01-063-01.png,"level than in the past "" might be"
a01/a01-063/a01-063-02.png,useful . The President will probably
a01/a01-063/a01-063-03.png,"discuss the problem with Dr. Brentano ,"
a01/a01-063/a01-063-04.png,"the West German Foreign Minister , who is"
a01/a01-063/a01-063-05.png,due in Washington next week . A big
a01/a01-063/a01-063-06.png,"slice of Germany's "" aid "" # is the early"
a01/a01-063/a01-063-07.png,payment of a 210million debt to America .
a01/a01-063/a01-063-08.png,United States officials quickly point out
a01/a01-063/a01-063-09.png,that this is money due to America
a01/a01-063/a01-063-10.png,anyway .
a01/a01-063u/a01-063u-00.png,"But he said discussions "" on a higher"
a01/a01-063u/a01-063u-01.png,"level than in the past "" might be useful ."
a01/a01-063u/a01-063u-02.png,The President will probably discuss the
a01/a01-063u/a01-063u-03.png,"problem with Dr. Brentano , the West German"
a01/a01-063u/a01-063u-04.png,"Foreign Minister , who is due in Washington"
a01/a01-063u/a01-063u-05.png,"next week . A big slice of Germany's "" aid """
a01/a01-063u/a01-063u-06.png,is the early payment of a 210million
a01/a01-063u/a01-063u-07.png,debt to America . United States officials
a01/a01-063u/a01-063u-08.png,quickly point out that this is money due
a01/a01-063u/a01-063u-09.png,to America anyway .
a01/a01-063x/a01-063x-00.png,"But he said discussions "" on a higher"
a01/a01-063x/a01-063x-01.png,"level than in the past "" might be useful ."
a01/a01-063x/a01-063x-02.png,The President will probably discuss the
a01/a01-063x/a01-063x-03.png,"problem with Dr. Brentano , the West"
a01/a01-063x/a01-063x-04.png,"German Foreign Minister , who is due in"
a01/a01-063x/a01-063x-05.png,Washington next week . A big slice of
a01/a01-063x/a01-063x-06.png,"Germany's "" aid "" is the early payment"
a01/a01-063x/a01-063x-07.png,of a 210million debt to America . United
a01/a01-063x/a01-063x-08.png,States officials quickly point out that
a01/a01-063x/a01-063x-09.png,this is money due to America anyway .
a01/a01-068u/a01-068u-00.png,And they are unimpressed by the Germans' claim
a01/a01-068u/a01-068u-01.png,that they cannot pay more than 357million
a01/a01-068u/a01-068u-02.png,without upsetting their own economy . The
a01/a01-068u/a01-068u-03.png,Americans say Germany is having it too
a01/a01-068u/a01-068u-04.png,good and is not paying for the past
a01/a01-068u/a01-068u-05.png,or for the present . The Adenauer Government
a01/a01-068u/a01-068u-06.png,flatly rejected attempts by the Eisenhower
a01/a01-068u/a01-068u-07.png,Government to get them to pay a regular
a01/a01-068u/a01-068u-08.png,sum towards the cost of keeping American
a01/a01-068u/a01-068u-09.png,troops in Germany .
a01/a01-072u/a01-072u-00.png,These support costs are a big drain on
a01/a01-072u/a01-072u-01.png,America's dollar reserves . Dr. Adenauer's
a01/a01-072u/a01-072u-02.png,answer is the once-and-for-all cash
a01/a01-072u/a01-072u-03.png,offer of 357million . President Kennedy's
a01/a01-072u/a01-072u-04.png,rejection of it is a painful blow to the
a01/a01-072u/a01-072u-05.png,West German Government . It will now have
a01/a01-072u/a01-072u-06.png,to pay more - and increase taxation to do
a01/a01-072u/a01-072u-07.png,so - or run the obvious # risks in upsetting
a01/a01-072u/a01-072u-08.png,the new American administration .
a01/a01-072x/a01-072x-00.png,These support costs are a big drain on America's
a01/a01-072x/a01-072x-01.png,dollar reserves . Dr. Adenauer's answer is the
a01/a01-072x/a01-072x-02.png,once-and-for-all cash offer of 357million . President
a01/a01-072x/a01-072x-03.png,Kennedy's rejection of it is a painful blow to the
a01/a01-072x/a01-072x-04.png,West German Government . It will now have to pay
